# Demand.ninja degree days (daily data 1980-2022)  -  demand_ninja_IN_Temp - Version 1.0
# License: https://creativecommons.org/licenses/by-nc/4.0/  -  Reference: https://doi.org/10.1038/s41560-023-01341-5
# Units: date in local timezone; other columns are the population-weighted surface temperature in degrees centigrade; column names signify country ISO2 code or GADM level1 code.  Calculated with global average model parameters

"date","IN","IN.AN","IN.AP","IN.AR","IN.AS","IN.BR","IN.CH","IN.CT","IN.DD","IN.DL","IN.DN","IN.GA","IN.GJ","IN.HP","IN.HR","IN.JH","IN.JK","IN.KA","IN.KL","IN.LD","IN.MH","IN.ML","IN.MN","IN.MP","IN.MZ","IN.NL","IN.OR","IN.PB","IN.PY","IN.RJ","IN.SK","IN.TG","IN.TN","IN.TR","IN.UP","IN.UT","IN.WB"
2003-10-19,25.125,26.974,26.198,18.294,24.575,26.526,22.458,24.813,25.983,24.623,24.606,27.136,26.649,16.274,25.099,25.285,12.548,24.641,25.335,27.662,25.49,23.311,22.179,23.875,24.767,21.853,25.361,25.403,27.033,26.223,12.921,26.009,25.55,25.983,24.495,18.894,26.258
2003-10-20,24.728,26.886,25.738,17.949,24.438,25.895,21.957,24.264,26.432,24.029,25.34,27.404,26.283,15.619,24.65,25.108,12.162,24.33,24.722,27.382,25.496,23.153,22.216,23.071,24.731,21.618,25.893,25.161,26.678,26.151,12.473,25.503,24.92,26.372,23.492,18.269,26.781
2003-10-21,24.2,27.236,25.418,17.843,24.288,23.999,22.865,23.581,25.592,24.513,24.358,27.057,25.796,16.051,25.103,23.416,12.754,23.862,24.594,27.65,24.399,22.912,22.136,22.052,24.756,21.632,25.936,25.968,26.988,26.111,11.577,24.675,24.929,26.467,23.218,18.391,26.288
2003-10-22,23.689,27.623,25.229,17.351,23.658,23.437,22.271,22.702,24.941,23.621,23.368,27.534,25.139,15.843,23.931,23.482,12.46,23.771,25.035,27.823,23.182,22.333,21.517,21.029,23.779,21.111,25.42,24.831,27.353,25.276,11.089,23.999,25.545,25.753,22.871,17.74,25.844
2003-10-23,23.693,27.768,25.114,17.108,23.199,23.654,22.411,23.154,25.144,23.576,23.413,27.258,25.41,15.651,23.953,22.966,12.056,23.763,25.163,28.232,23.239,22.213,21.458,21.198,24.21,20.676,25.196,24.529,27.802,25.028,11.012,23.301,25.685,25.9,22.951,17.818,25.921
2003-10-24,23.474,27.83,25.485,17.003,22.8,23.183,21.941,23.04,25.278,22.805,23.756,26.602,25.446,15.592,23.215,22.686,12.093,23.542,24.618,28.004,23.338,21.917,22.101,21.315,23.88,20.502,24.376,24.128,27.554,24.622,10.957,24.33,25.215,25.481,23.058,17.878,24.626
2003-10-25,23.065,27.505,25.101,16.499,21.737,21.743,22.145,23.259,25.611,23.021,23.956,26.078,25.409,15.033,23.242,22.841,11.623,22.712,25.232,27.884,22.81,20.778,20.602,21.448,23.085,19.613,24.828,23.387,27.593,24.314,9.977,22.092,25.969,25.094,22.558,17.29,24.17
2003-10-26,23.002,27.138,23.945,17.143,22.763,23.075,20.747,22.295,24.932,23.485,23.032,25.926,24.804,14.051,23.617,23.487,11.037,22.432,25.402,27.424,22.321,21.742,21.047,20.951,23.588,20.518,24.866,23.077,27.791,24.247,10.939,20.846,25.874,25.088,22.285,16.382,24.819
2003-10-27,23.333,27.28,23.821,17.656,23.791,23.889,21.095,22.065,24.535,22.97,22.704,26.212,25.018,14.916,23.607,24.045,11.54,21.802,25.549,27.411,22.185,22.695,21.768,20.96,24.07,21.462,24.643,23.394,27.566,24.78,11.004,21.834,25.421,26.053,23.049,16.957,25.853
2003-10-28,23.57,27.631,24.931,17.939,23.725,24.842,21.497,23.098,24.825,22.865,23.221,26.256,24.526,15.758,22.897,23.679,12.184,22.078,25.561,27.653,22.888,22.809,21.377,20.936,23.754,21.196,24.777,22.814,27.517,24.001,11.444,23.275,25.264,25.492,23.483,17.907,25.768
2003-10-29,24.129,27.94,25.258,18.041,23.493,25.406,21.935,23.945,25.447,24.024,24.311,26.629,24.149,15.978,23.898,24.88,12.855,23.259,25.379,27.832,24.102,22.355,21.515,21.985,24.117,21.009,25.344,23.518,27.337,23.824,11.662,24.187,25.601,25.351,23.942,18.011,26.375
2003-10-30,24.461,27.915,25.54,17.893,23.566,24.713,21.37,24.406,26.672,23.43,25.903,27.261,25.763,15.72,23.541,24.749,12.805,24.077,25.765,28.026,25.541,22.243,20.948,23.757,23.892,20.561,25.92,23.549,27.274,24.819,11.69,24.866,25.397,24.905,23.673,17.526,26.233
2003-10-31,24.234,27.852,25.435,16.995,23.22,24.079,20.98,24.728,27.177,23.09,26.448,27.688,26.133,15.567,23.393,23.791,12.573,24.285,25.708,28.03,25.88,21.864,20.277,23.959,22.979,19.952,25.906,23.421,27.221,24.828,10.417,25.113,25.243,24.393,23.095,16.959,25.115
2003-11-01,23.753,27.822,25.208,16.962,22.914,23.285,20.405,24.2,26.757,22.862,25.97,27.542,25.636,15.076,22.961,23.461,11.508,23.846,25.49,27.99,25.503,21.471,19.242,23.425,22.062,19.096,25.288,22.653,27.009,24.578,10.752,24.543,25.021,24.13,22.539,17.248,24.485
2003-11-02,23.508,27.803,25.407,16.466,22.319,22.724,20.164,23.244,27.385,22.814,26.828,27.39,25.8,14.619,22.751,23.304,11.48,23.983,25.764,27.808,25.598,21.102,19.394,22.611,22.051,19.424,24.927,22.443,27.265,24.17,10.211,24.471,25.176,23.463,21.908,16.611,24.665
2003-11-03,23.153,27.992,25.456,16.046,22.101,21.72,20.214,21.518,27.914,21.842,27.437,27.498,26.616,15.211,22.45,22.074,12.272,23.869,25.576,27.477,25.559,20.675,19.794,22.185,22.149,19.555,24.387,22.668,27.207,24.363,10.134,24.292,25.163,23.018,21.031,16.308,24.363
2003-11-04,22.842,27.821,25.263,16.217,21.902,21.34,19.908,20.143,27.455,22.643,26.584,27.392,26.977,14.635,22.936,21.133,11.224,23.611,25.651,27.015,24.647,20.47,19.896,21.607,22.309,19.285,23.721,22.865,27.402,24.792,10.509,23.776,25.292,22.751,20.686,16.493,23.737
2003-11-05,22.448,27.878,24.904,15.471,21.173,21.016,20.313,20.055,27.264,21.741,26.437,27.655,26.842,14.322,22.06,20.499,9.446,23.425,25.257,27.427,23.608,19.926,19.082,21.373,21.506,18.472,23.076,22.018,27.27,25.154,9.693,21.892,24.763,22.325,20.937,16.218,23.011
2003-11-06,22.547,27.852,24.79,14.66,20.922,21.32,21.255,20.689,26.765,23.478,25.585,27.721,26.794,13.846,23.372,20.202,8.514,23.307,25.414,27.446,22.901,19.778,18.476,21.962,21.089,17.846,22.412,22.69,26.942,25.006,8.748,21.307,24.466,22.657,21.976,16.29,22.321
2003-11-07,22.683,27.803,24.623,14.515,20.796,22.142,20.943,21.104,26.152,22.855,25.021,27.679,26.606,13.075,23.146,21.317,7.557,23.091,24.59,27.582,22.755,19.415,18.304,22.217,20.922,17.615,22.482,22.575,27.106,24.354,8.674,21.855,24.397,22.663,22.638,16.134,22.531
2003-11-08,22.643,27.973,24.607,14.558,20.666,21.961,19.448,21.729,26.417,21.514,25.459,27.747,26.459,12.16,21.937,21.044,7.236,23.287,24.88,26.671,23.424,19.189,18.232,23.03,20.675,17.683,22.789,21.01,26.948,23.962,8.445,22.214,24.525,22.343,22.378,15.362,22.393
2003-11-09,22.417,27.807,24.362,14.523,20.163,21.489,19.702,21.631,26.812,21.141,25.89,27.898,26.34,12.402,21.141,20.728,7.592,23.466,25.491,27.244,23.992,18.343,17.947,23.031,20.085,17.281,22.495,20.439,27.212,23.104,8.534,22.354,24.824,20.437,21.749,15.271,21.898
2003-11-10,21.638,27.641,23.721,14.118,19.66,21.328,18.427,20.805,26.622,18.542,25.631,27.442,25.351,13.055,19.224,20.541,9.024,22.636,25.844,27.931,23.68,18.113,18.057,21.757,20.409,17.291,22.108,19.588,27.16,21.585,8.187,22.333,24.552,20.659,19.827,15.224,21.966
2003-11-11,21.288,28.152,23.254,14.394,19.717,20.835,19.001,20.552,25.976,19.484,25.098,27.075,24.612,12.999,20.321,20.056,9.423,21.551,24.698,28.303,23.168,17.887,18.93,20.657,21.044,17.689,21.834,21.124,26.936,21.712,7.778,21.717,23.813,21.082,19.694,14.794,21.613
2003-11-12,20.954,28.585,23.081,14.371,20.035,20.829,17.386,19.678,25.659,18.971,24.569,26.679,24.56,11.674,19.423,19.372,8.359,22.155,25.49,28.352,22.367,18.697,18.761,19.631,21.371,17.93,21.028,19.252,27.07,21.419,7.162,21.192,24.534,21.863,19.278,13.94,21.191
2003-11-13,20.748,28.462,23.365,13.821,19.546,20.697,16.747,18.76,25.358,18.242,24.1,26.858,24.54,12.012,18.106,18.834,8.338,22.48,25.716,28.521,22.083,18.24,18.528,18.735,21.12,17.482,20.214,18.339,27.314,21.088,7.877,21.039,24.668,21.325,19.431,14.371,20.881
2003-11-14,20.826,28.447,24.063,14.441,19.337,21.115,17.079,18.887,25.192,17.146,23.931,27.246,24.501,11.669,17.774,19.421,7.098,23.626,25.964,28.592,22.419,17.759,18.967,18.755,21.417,17.707,19.987,17.57,27.6,21.13,9.255,21.867,25.253,20.852,18.853,14.231,20.956
2003-11-15,21.155,28.292,24.244,14.374,19.266,20.796,18.515,19.181,26.003,19.145,25.077,27.689,24.955,11.949,19.347,19.16,6.713,23.687,25.886,27.938,23.254,17.958,18.727,19.701,21.27,17.751,20.346,18.909,27.223,21.177,9.456,22.724,24.612,20.83,19.433,15.054,20.964
2003-11-16,21.173,27.936,24.04,13.629,19.201,19.62,19.241,19.213,25.846,20.458,25.063,27.463,25.085,11.685,20.826,18.321,4.851,23.366,25.416,28.14,23.667,18.05,18.179,20.625,20.54,17.42,20.294,19.844,27.154,22.192,7.899,22.203,24.543,20.813,19.558,14.974,20.694
2003-11-17,21.284,28.064,23.579,12.8,18.973,19.884,17.804,19.646,25.57,19.535,24.876,27.498,25.386,9.494,19.95,18.439,3.263,23.931,25.995,28.159,23.89,17.897,17.053,21.16,19.201,16.493,20.366,18.381,26.894,21.45,6.814,22.167,24.867,20.471,20.529,13.38,20.19
2003-11-18,21.345,27.955,22.926,13.112,18.941,20.608,18.12,20.318,25.712,19.763,25.097,27.178,24.624,10.149,19.081,19.409,3.734,23.368,25.985,27.972,23.899,17.786,17.29,21.636,19.76,16.354,20.774,17.351,26.529,19.835,7.218,21.695,24.137,20.498,21.476,14.2,20.393
2003-11-19,20.97,27.86,22.444,12.972,18.81,20.852,17.394,20.632,26.336,17.762,25.939,26.794,23.676,10.238,17.559,20.11,4.87,22.016,25.676,28.229,23.906,17.663,16.389,21.585,18.931,15.811,21.236,16.606,26.213,18.861,7.082,21.332,23.338,20.082,20.605,13.662,20.994
2003-11-20,20.325,27.951,22.803,12.845,18.347,19.668,16.327,21.095,26.178,16.166,25.928,26.512,23.379,10.259,16.278,19.719,5.46,21.778,25.132,28.117,23.464,17.112,15.97,21.108,18.664,14.961,21.804,15.998,26.531,18.304,7.588,21.536,23.594,20.257,18.465,12.968,20.852
2003-11-21,19.637,27.897,23.275,13.406,18.288,17.901,15.7,20.111,25.484,15.794,25.077,26.372,23.97,11.116,16.105,17.803,6.431,21.407,23.953,28.179,23.346,16.452,16.615,20.537,19.097,15.69,21.426,16.149,26.382,18.742,7.938,21.991,22.532,19.539,16.866,13.502,19.3
2003-11-22,19.898,27.583,23.596,13.621,18.39,18.118,16.723,19.208,25.956,17.323,25.416,27.026,23.733,11.501,17.256,16.493,6.644,22.411,24.533,27.831,23.418,16.68,17.403,21.042,19.333,16.618,20.051,16.974,26.815,19.38,8.475,22.502,23.735,19.704,17.63,13.585,18.102
2003-11-23,20.005,27.566,23.265,13.656,18.594,18.474,16.403,18.983,25.644,17.466,25.206,26.189,23.03,10.943,17.445,16.909,6.162,22.645,25.158,27.385,23.607,17.099,17.139,20.725,19.137,16.588,19.284,17.134,26.699,19.498,8.728,22.473,23.863,19.956,17.898,13.366,18.834
2003-11-24,19.757,28.133,22.529,13.695,18.728,18.403,16.31,17.641,25.713,17.042,24.993,26.569,23.773,10.81,17.062,16.996,5.355,21.795,24.256,27.982,23.202,17.245,17.284,20.103,19.31,16.499,19.039,16.718,26.545,19.763,8.88,21.291,23.352,20.117,17.51,13.393,19.715
2003-11-25,19.53,28.148,22.202,13.319,18.328,17.715,15.383,17.275,25.924,16.241,25.615,26.376,24.975,10.46,16.395,16.633,5.752,21.37,24.757,28.361,22.9,17.174,17.458,20.561,19.519,16.423,18.881,15.627,26.101,19.904,8.101,20.658,23.442,20.266,16.812,13.454,19.693
2003-11-26,19.666,27.902,22.298,12.994,18.322,18.035,15.802,18.404,25.205,16.747,24.097,26.448,25.103,10.553,16.807,16.908,6.748,21.864,25.411,28.146,22.737,17.104,17.746,20.242,19.736,16.513,19.407,16.702,26.014,19.747,6.7,20.742,23.471,20.313,16.882,12.616,19.574
2003-11-27,19.259,28.165,22.291,12.204,17.922,17.488,14.75,18.036,25.365,17.15,24.533,26.217,24.823,9.801,16.84,16.474,5.753,21.12,24.596,28.418,23,16.614,16.906,19.638,19.007,15.947,19.652,16.191,25.593,19.243,5.974,21.331,22.486,19.807,16.309,11.794,18.911
2003-11-28,19.13,28.19,22.943,11.853,17.454,17.035,14.994,18.184,25.648,16.265,24.989,25.98,24.014,9.292,16.097,16.16,4.805,21.88,24.673,28.231,23.419,15.978,16.578,20.145,18.565,15.72,19.289,15.749,26.236,18.794,5.222,22.009,23.433,19.055,15.828,11.062,18.14
2003-11-29,19.242,28.189,22.99,11.241,16.773,17.057,14.068,18.986,25.668,15.924,25.234,26.637,24.165,9.348,15.773,16.332,5.253,22.883,25.218,27.828,24.113,15.464,16.221,20.186,18.501,14.95,19.132,15.257,26.833,18.57,5.478,22.356,24.321,18.85,15.779,11.351,17.466
2003-11-30,18.976,27.737,22.655,11.676,17.037,16.269,14.276,19.21,26.345,15.439,26.13,27.2,23.861,9.946,15.374,15.774,6.527,22.731,25.517,27.205,24.306,15.35,16.094,19.295,18.24,14.988,19.862,14.983,26.376,18.312,6.407,21.922,24.108,18.967,15.102,11.659,17.519
2003-12-01,18.848,27.293,22.922,11.042,16.121,15.763,15.151,17.736,26.713,16.084,26.569,26.929,23.963,10.849,15.937,15.23,6.852,22.185,25.727,27.878,23.921,14.831,15.797,18.691,18.011,14.391,19.438,15.268,26.291,18.735,6.145,22.186,23.693,18.241,15.513,12.113,17.125
2003-12-02,18.845,27.128,22.808,11.115,15.96,16.266,16.044,16.976,26.556,17.151,26.534,26.775,23.607,10.716,17.051,15.546,6.449,21.957,25.23,28.105,23.688,14.881,15.933,18.619,18.051,14.638,18.848,16.83,25.882,19.388,6.259,21.746,23.01,18.109,15.449,12.018,17.282
2003-12-03,18.73,27.244,22.226,10.655,16.073,16.185,15.079,16.275,25.867,16.433,25.879,26.761,23.357,9.103,16.637,15.566,5.484,21.818,24.579,28.093,23.056,14.92,15.684,19,18.022,14.305,18.388,15.807,25.643,20.045,5.636,21.124,22.308,18.173,15.887,11.888,17.609
2003-12-04,18.932,27.503,21.642,10.263,15.812,16.413,16.142,17.071,25.74,17.686,25.614,26.506,23.364,10.052,17.656,16.222,5.726,21.026,24.237,27.938,22.291,14.702,14.76,19.09,17.315,13.671,18.542,17.579,25.663,20.533,4.384,20.235,22.336,17.838,16.868,12.403,17.991
2003-12-05,18.993,27.29,21.178,10.351,15.633,16.774,16.303,17.632,26.079,17.965,25.859,26.151,23.786,10.242,17.835,16.249,6.13,20.542,24.779,27.983,22.009,14.455,14.565,19.535,17.14,13.439,18.66,17.386,25.507,20.464,4.48,19.853,22.697,17.473,17.146,12.486,17.462
2003-12-06,18.872,27.333,21.623,10.231,15.706,16.896,15.768,18.022,25.895,16.865,25.388,25.746,24.374,10.21,17.205,15.872,6.508,20.236,24.569,27.934,22.056,14.386,15.046,19.663,16.882,14.004,18.254,16.932,25.674,19.976,4.815,20.656,22.436,17.436,16.695,12.625,17.106
2003-12-07,18.846,27.736,21.933,10.814,16.442,16.955,15.819,17.109,26.099,17.229,25.893,25.919,24.306,11.36,17.469,15.517,7.755,20.71,24.251,27.797,22.243,15.139,15.901,19.081,17.633,14.651,18.013,17.754,25.425,20.724,5.667,21.181,22.172,17.766,15.946,11.942,17.286
2003-12-08,19.205,27.846,22.079,11.11,16.865,17.886,16.743,16.837,26.111,17.962,25.874,25.658,24.839,12.006,18.371,16.325,7.674,20.732,23.702,27.617,22.007,15.667,16.485,19.366,18.876,15.047,18.314,18.463,25.487,22.182,6.017,20.302,22.032,19.247,16.4,12.564,17.684
2003-12-09,19.508,27.917,22.182,11.02,17.113,18.879,16.973,17.561,25.613,17.292,25.13,25.557,24.431,11.216,17.882,17.194,5.346,20.816,23.54,27.337,22.259,15.954,16.606,19.71,19.164,14.973,19.239,17.993,25.275,21.316,5.135,20.864,21.744,20.025,17.286,12.856,18.568
2003-12-10,19.709,28.087,22.405,11.043,17.185,19.768,17.99,17.888,25.891,16.526,25.518,25.923,23.718,10.974,17.197,17.913,5.294,20.96,23.341,27.487,22.679,16.016,16.564,20.065,19.491,14.96,19.513,18.238,25.393,18.965,5.199,21.322,21.808,19.851,18.174,13.449,19.023
2003-12-11,19.99,27.735,22.826,11.442,17.122,20.322,17.186,18.117,25.734,16.476,25.378,26.117,23.03,10.657,17.244,18.768,5.153,21.569,23.836,27.316,22.625,15.621,16.723,19.709,19.276,15.149,19.501,18.294,25.712,18.794,5.951,21.546,22.833,19.369,18.935,13.246,19.392
2003-12-12,20.159,27.169,22.701,12.175,17.008,20.455,16.713,18.323,25.511,17.52,25.26,26.248,23.26,10.166,17.602,18.348,4.223,22.281,24.551,27.409,22.793,15.281,16.582,19.808,19.546,15.559,19.146,17.535,26.014,19.447,7.631,21.385,23.479,19.486,19.332,12.994,18.943
2003-12-13,20.087,27.552,21.872,12.819,17.297,19.884,17.026,17.725,25.781,18.974,25.572,26.64,22.583,9,18.895,17.669,3.66,22.166,25.043,27.625,22.856,15.939,16.766,20.087,19.709,15.917,18.403,18.147,25.871,19.697,7.794,20.827,23.343,19.659,19.677,12.711,18.495
2003-12-14,19.857,27.65,21.156,12.644,17.235,19.489,17.871,16.873,25.599,18.871,25.508,26.024,22.267,10.069,18.823,17.738,3.925,21.122,24.728,28.074,22.284,16.225,16.605,19.925,19.452,15.676,18.111,17.154,24.954,19.691,8.191,19.887,22.746,19.915,19.923,14.381,18.798
2003-12-15,19.549,27.313,21.671,12.873,17.386,19.026,17.161,16.106,24.454,18.593,24.604,25.597,21.406,9.298,18.189,17.493,2.355,21.51,24.984,27.923,21.881,16.565,16.97,19.219,19.157,16.06,18.017,16.583,25.473,18.04,8.412,20.559,23.99,19.41,19.339,13.867,18.686
2003-12-16,19.126,27.287,23.968,12.889,17.605,19.296,15.374,17.068,22.764,16.197,22.463,25.375,19.318,7.287,15.658,16.898,0.858,23.074,25.234,27.79,21.192,16.723,16.132,17.783,18.243,15.885,19.143,15.022,26.493,15.32,7.223,22.214,25.179,19.249,18.168,11.489,18.723
2003-12-17,18.678,26.853,23.242,10.878,16.318,19.443,15.295,17.592,22.204,14.367,21.741,25.253,19.214,7.643,14.284,17.638,0.577,22.492,25.459,27.359,20.714,15.624,15.722,16.984,18.076,14.605,19.423,14.406,26.263,14.243,5.287,21.15,25.38,18.952,17.416,11.334,18.293
2003-12-18,18.532,26.738,22.678,11.204,16.283,19.007,14.286,16.144,23.411,13.9,22.915,25.645,19.952,7.848,14.01,17.334,1.636,22.526,25.758,27.184,21.092,15.845,15.882,16.869,18.616,15.228,18.93,14.943,25.878,14.542,5.256,20.608,24.682,19.087,16.755,10.704,18.815
2003-12-19,18.384,26.959,22.227,10.295,15.666,18.582,14.149,16.243,23.792,14.282,23.358,25.878,20.263,7.645,14.418,16.934,2.194,22.265,25.712,27.475,21.035,15.177,15.186,16.823,19.27,13.88,18.55,14.952,25.594,14.904,4.606,20.161,23.889,19.652,16.43,10.277,19.288
2003-12-20,17.875,27.188,21.859,10.903,16.557,17.032,13.978,15.626,24.264,14.411,23.949,25.799,20.621,6.929,14.651,15.653,0.916,21.652,24.554,27.744,21.05,16.133,16.244,16.702,19.471,14.638,17.832,14.847,25.272,15.336,3.919,19.864,23.216,19.933,15.431,10.204,18.465
2003-12-21,17.472,26.845,21.244,11.639,17.203,15.981,13.322,15.708,24.304,14.152,24.056,25.84,20.785,7.335,14.507,15.081,1.829,20.924,24.521,27.569,20.938,15.66,16.81,16.719,19.206,15.394,17.315,14.62,25.252,15.608,4.18,19.396,22.556,19.666,14.787,10.382,17.254
2003-12-22,17.345,27.102,20.897,11.896,17.495,15.876,13.857,15.86,24.174,14.839,23.962,25.943,20.823,7.36,15.085,14.707,1.855,20.077,23.796,27.493,20.507,15.685,15.918,16.787,18.899,15.157,16.966,14.822,25.352,15.783,4.723,18.934,22.321,19.458,15.118,10.294,16.402
2003-12-23,17.255,27.116,21.527,11.44,17.334,15.489,12.461,16.117,23.83,13.796,23.54,25.629,20.604,5.548,13.717,14.987,0.486,20.89,24.13,27.458,20.498,15.53,15.94,17.254,18.398,15.102,17.277,12.791,25.733,15.771,4.008,19.619,23.393,19.055,14.557,9.073,16.08
2003-12-24,17.562,27.232,22.324,10.779,16.681,15.618,12.484,16.621,24.105,13.506,23.84,25.783,20.537,5.852,13.422,14.899,0.697,22.384,24.84,27.298,20.975,15.336,14.577,17.392,17.408,13.898,17.857,12.715,26.009,15.133,2.432,20.721,24.693,18.211,14.767,9.049,16.439
2003-12-25,17.422,27.011,22.808,10.164,15.917,14.981,12.495,16.437,23.907,13.051,23.95,26.611,20.095,6.23,13.152,14.704,0.506,23.129,25.233,26.582,21.802,14.236,13.255,16.876,16.218,12.808,17.694,13.074,26.186,14.558,3.146,21.261,25.241,16.942,14.146,9.015,16.056
2003-12-26,17.443,27.161,23.14,9.655,15.126,15.518,11.632,16.132,23.402,13.153,23.633,26.439,19.44,4.688,12.807,14.94,-0.385,23.528,25.343,26.489,22.096,13.474,13.617,17.115,16.331,12.844,17.847,12.172,26.336,14.799,3.049,21.293,25.027,16.365,14.325,8.55,15.56
2003-12-27,16.681,27.31,23.369,9.812,14.844,14.876,11.362,15.178,21.322,10.803,20.94,26.013,17.836,3.84,11.765,13.627,-0.853,23.818,25.8,26.927,21.132,13.538,14.723,15.819,17.801,13.317,17.103,12.404,26.337,13.451,3.633,22.803,24.964,16.831,12.655,7.092,15.376
2003-12-28,15.773,27.416,23.706,8.062,13.855,13.162,9.802,15.646,21.101,10.456,20.948,27.002,17.22,3.659,10.741,13.715,-1.705,24.027,26.344,27.801,19.433,12.439,12.641,13.161,16.139,11.413,17.032,11.161,26.483,12.254,0.405,22.517,25.03,15.728,11.571,5.686,14.372
2003-12-29,15.907,27.251,22.982,7.679,13.693,13.201,10.577,13.369,23.29,12.096,23.319,27.683,18.376,6.247,11.938,12.427,2.111,23.5,26.176,27.863,19.95,12.553,11.597,13.297,14.879,10.548,15.631,11.385,26.359,13.488,1.087,20.532,24.7,15.744,12.081,7.767,14.447
2003-12-30,16.417,27.133,22.255,8.68,13.813,13.597,12.341,13.514,23.441,14.568,23.687,27.176,19.87,7.577,14.124,12.409,2.501,22.649,25.429,27.835,20.346,12.579,13.154,14.14,15.817,11.99,15.288,13.247,26.148,15.347,3.099,19.823,24.102,15.72,13.252,9.071,14.459
2003-12-31,16.719,27.247,22.066,9.505,14.565,13.397,13.324,14.613,23.443,13.985,23.242,26.557,20.539,7.735,14.125,12.839,1.911,22.642,25.051,27.561,20.661,12.947,13.841,15.494,16.091,12.9,15.837,14.023,25.925,16.07,3.867,20.18,24.111,16.093,13.413,10.051,14.729
2004-01-01,16.557,26.743,22.006,9.291,14.481,13.576,12.012,15.224,22.311,12.037,21.941,26.693,19.655,6.104,12.44,13.2,0.373,22.921,25.633,27.678,20.777,12.892,13.666,16.206,15.934,12.919,16.302,12.349,25.684,15.506,3.365,20.516,24.142,16.116,13.026,9.112,14.357
2004-01-02,16.4,26.523,21.54,8.78,13.772,13.638,11.274,15.426,21.378,13.027,21.01,26.495,18.937,5.453,12.498,13.554,-0.53,22.601,25.73,27.694,20.461,12.28,13.34,16.137,15.441,12.519,16.673,11.445,25.325,14.888,2.47,20.006,23.908,15.521,13.146,8.703,14.409
2004-01-03,16.017,26.614,21.125,8.28,13.012,13.679,10.846,15.437,21.337,11.944,21.034,25.955,18.544,4.841,11.683,12.841,-0.68,21.857,25.037,27.552,20.712,11.198,12.586,15.833,14.788,11.792,16.555,10.743,24.809,14.043,1.318,20.164,23.009,14.707,12.923,8.267,13.656
2004-01-04,15.633,26.76,20.916,7.895,12.742,13.472,10.058,14.966,21.535,10.763,21.413,25.433,19.063,4.334,10.593,12.312,-1.666,21.233,24.656,27.268,20.705,10.684,12.96,15.176,14.886,11.535,15.558,9.894,25.111,13.948,1.801,20.099,22.988,13.888,12.324,8.066,12.97
2004-01-05,16.049,26.982,21.072,8.392,12.802,14.317,11.213,15.216,22.38,11.863,21.953,25.157,20.079,4.864,11.894,12.897,-1.005,21.541,25.002,27.059,20.946,11.243,13.274,14.976,16.149,12.108,15.325,10.94,25.483,14.696,3.283,20.239,23.891,14.305,12.501,7.983,13.215
2004-01-06,16.399,27.175,21.506,9.602,14.677,14.596,12.124,15.127,22.001,12.397,21.596,25.29,20.074,5.956,12.247,12.725,0.075,22.43,25.637,27.244,20.946,13.783,14.82,14.963,17.464,13.606,15.625,11.949,25.595,14.015,3.79,20.351,24.23,16.68,12.794,8.905,14.292
2004-01-07,16.666,27.262,21.619,10.06,15.487,13.978,12.973,15.471,23.05,12.165,23.037,25.927,20.783,6.85,12.488,12.841,1.592,22.51,25.719,27.441,21.56,14.508,16.022,15.579,18.146,14.607,16.307,12.095,25.68,14.179,3.395,20.621,24.209,17.869,12.902,9.847,14.945
2004-01-08,16.669,27.34,21.682,10.171,15.939,13.688,12.18,15.497,24.924,12.024,25.39,27.125,21.624,7.018,12.485,12.759,2.022,22.424,25.948,27.753,21.76,14.238,15.884,15.404,17.657,14.879,16.245,12.768,25.688,14.715,2.153,20.672,23.861,17.842,12.599,9.19,14.854
2004-01-09,16.455,27.327,20.903,9.302,14.995,13.417,13.476,15.064,24.572,13.68,24.715,26.611,20.871,8.557,13.848,13.289,3.591,20.947,25.096,28.04,20.684,13.395,13.419,15.229,15.705,12.87,16.152,13.827,25.495,15.656,2.658,19.703,23.161,16.181,12.966,9.996,14.401
