# Demand.ninja degree days (daily data 1980-2022)  -  demand_ninja_IN_Temp - Version 1.0
# License: https://creativecommons.org/licenses/by-nc/4.0/  -  Reference: https://doi.org/10.1038/s41560-023-01341-5
# Units: date in local timezone; other columns are the population-weighted surface temperature in degrees centigrade; column names signify country ISO2 code or GADM level1 code.  Calculated with global average model parameters

"date","IN","IN.AN","IN.AP","IN.AR","IN.AS","IN.BR","IN.CH","IN.CT","IN.DD","IN.DL","IN.DN","IN.GA","IN.GJ","IN.HP","IN.HR","IN.JH","IN.JK","IN.KA","IN.KL","IN.LD","IN.MH","IN.ML","IN.MN","IN.MP","IN.MZ","IN.NL","IN.OR","IN.PB","IN.PY","IN.RJ","IN.SK","IN.TG","IN.TN","IN.TR","IN.UP","IN.UT","IN.WB"
1991-01-11,18.81,26.571,24.161,8.579,15.391,18.515,12.633,20.427,21.042,14.669,20.122,24.378,18.765,5.527,14.383,16.8,0.732,23.927,26.526,26.374,20.235,14.595,13.707,17.526,17.608,12.583,20.978,13.59,25.573,15.308,2.343,24.385,25.498,19.425,16.893,9.402,18.784
1991-01-12,18.253,26.543,24.535,8.667,15.11,17.471,11.509,20.266,20.085,12.881,19.159,24.91,18.23,4.682,12.822,16.797,0.038,23.97,26.518,26.636,19.269,14.67,13.734,16.812,17.967,12.3,21.252,12.272,25.396,14.483,2.002,24.376,25.327,19.617,16.089,8.271,18.571
1991-01-13,17.433,26.546,24.897,8.239,14.938,16.316,10.443,17.57,20.905,11.768,20.359,25.207,18.56,3.608,11.81,16.062,-0.834,23.926,26.741,26.84,19.452,14.486,14.17,15.118,18.18,12.178,20.425,11.447,25.175,14.066,1.353,23.768,25.057,18.661,13.67,7.501,18.47
1991-01-14,16.911,26.479,24.719,8.505,15.023,14.605,9.77,16.017,21.819,11.614,21.826,24.794,18.429,3.676,11.514,14.388,-0.27,23.989,26.485,26.758,20.208,14.327,14.575,14.855,17.718,12.855,19.461,11.645,24.998,13.294,0.477,23.964,24.541,18.88,12.849,6.732,17.354
1991-01-15,16.889,26.831,24.295,8.652,14.909,14.566,10.751,15.644,23.034,11.885,23.449,25.087,18.92,4.643,12.089,14.103,0.263,23.768,26.076,26.654,20.611,13.285,13.776,14.542,16.992,12.477,19.053,11.445,25.212,12.9,0.533,24.063,24.186,18.035,13.091,7.875,17.114
1991-01-16,17.529,27.078,24.167,8.968,14.791,15.377,11.585,17.236,23.745,12.768,24.104,25.643,19.926,5.442,12.246,14.441,-0.254,23.903,26.324,26.735,22.172,13.154,12.669,15.867,16.084,11.862,19.329,11.26,25.714,13.497,2.109,24.455,25.139,17.687,14.081,8.827,16.438
1991-01-17,17.821,27.12,24.41,8.615,14.571,15.819,11.415,19.236,23.551,11.765,23.951,26.207,20.132,5.528,11.483,15.902,0.53,24.029,26.508,27.214,23.163,13.36,12.841,16.577,15.969,11.69,20.285,10.914,26.023,13.389,2.526,24.658,24.781,17.208,14.07,8.42,16.876
1991-01-18,17.481,26.52,24.71,8.717,14.923,15.228,10.245,18.788,22.713,10.663,22.967,26.14,19.374,4.91,10.666,15.638,0.988,24.246,26.727,27.508,22.794,14.174,12.824,16.131,16.394,11.613,20.179,10.328,26.143,13.034,2.102,24.176,25.175,18.279,12.955,8.322,17.383
1991-01-19,17.169,26.156,25.201,7.421,14.277,14.153,9.925,17.993,22.715,10.908,23.355,26.794,19.02,4.881,10.959,14.277,0.746,25.021,27.106,27.276,22.016,12.839,11.291,14.52,15.714,10.586,19.99,10.646,26.363,13.769,0.65,25.209,25.978,18.702,12.344,7.882,16.934
1991-01-20,17.346,26.184,25.33,6.624,13.079,13.985,10.53,15.981,24.165,11.828,24.908,27.245,20.082,5.464,12.178,13.749,1.497,25.401,27.787,27.246,22.154,12.249,11.421,15.228,15.632,9.928,18.873,12.238,26.125,15.657,0.495,24.777,25.997,17.53,12.73,8.183,15.876
1991-01-21,18.3,25.874,25.1,6.146,12.41,15.081,12.022,16.502,24.828,14.193,25.218,27.167,21.833,5.888,14.413,14.675,1.716,25.013,27.46,27.228,22.399,11.373,11.147,17.757,15.009,9.742,18.522,13.815,25.856,18.138,-0.072,24.106,25.501,16.015,15,8.778,16.183
1991-01-22,18.99,25.498,25.095,6.425,12.98,16.933,11.782,17.691,24.866,14.061,25.244,27.365,23.344,5.839,13.864,16.971,1.28,24.779,27.055,27.3,23.06,11.992,10.864,18.711,14.913,9.774,19.471,12.976,25.736,17.53,0.421,24.16,25.012,16.442,16.152,9.361,17.7
1991-01-23,19.231,25.611,24.878,7.183,13.39,16.709,13.408,18.752,25.473,14.494,25.648,27.336,24.317,6.705,14.722,16.801,2.179,24.733,26.754,27.108,23.333,12.526,11.762,18.835,15.448,10.439,20.159,14.059,25.535,18.888,1.305,24.334,24.913,16.863,15.743,9.895,18.518
1991-01-24,19.686,25.821,25.061,7.396,13.756,16.83,13.792,18.057,26.056,16.262,26.47,27.32,25.246,7.541,16.266,16.501,3.064,24.506,26.533,26.965,23.44,12.96,12.222,20.098,16.174,10.714,19.72,14.658,25.53,20.348,1.931,24.38,25.041,17.402,17.012,11.027,17.703
1991-01-25,20.193,25.794,24.576,8.712,13.992,17.623,16.534,18.64,26.604,18.24,27.333,27.372,25.84,8.435,18.206,16.764,2.185,24.033,26.238,26.893,23.873,12.499,13.133,21.212,16.603,11.474,19.625,15.734,25.383,21.345,3.726,23.987,24.159,17.05,18.608,13.054,17.005
1991-01-26,20.98,26.065,24.578,10.131,14.912,18.588,18.815,19.883,26.86,19.761,27.678,28.155,26.481,10.876,19.691,17.592,4.359,23.55,25.96,27.372,24.385,13.528,13.798,22.077,17.645,12.392,20.259,18.599,25.595,21.938,6.429,24.276,24.106,18.075,19.969,14.829,17.699
1991-01-27,21.465,26.551,24.926,11.748,16.279,19.816,19.07,19.774,27.205,20.087,27.935,27.798,26.649,13.115,19.967,18.642,6.964,23.952,25.972,27.53,24.767,15.252,15.156,21.997,19.04,13.983,20.514,19.34,25.459,22.408,8.026,24.907,24.276,19.638,19.985,16.173,18.718
1991-01-28,21.608,26.715,25.39,12.182,17.144,20.066,18.463,19.125,27.443,19.802,28.202,27.499,26.566,12.396,19.901,18.763,5.72,24.228,26.855,27.658,24.511,16.819,16.623,21.629,19.322,15.015,20.538,19.896,25.73,22.629,8.337,24.543,25.091,19.846,19.98,15.528,19.545
1991-01-29,21.622,26.903,24.611,10.989,17.218,20.855,17.872,19.644,26.782,19.276,27.448,27.917,25.278,10.552,18.975,19.511,5.193,24.116,27.147,27.647,24.498,16.577,16.454,22.383,18.856,14.904,21.031,17.506,25.718,21.299,6.378,23.929,25.374,19.84,20.501,14.599,20.083
1991-01-30,21.231,27.157,24.301,11.125,17.771,20.398,15.707,20.743,25.578,17.721,26.344,26.912,24.257,9.082,17.558,19.726,4.42,23.027,26.279,27.387,24.322,16.863,15.492,22.3,18.86,14.557,21.861,16.856,25.644,20.218,4.838,24.015,24.542,21.092,19.669,12.668,21.307
1991-01-31,21.255,27.334,24.241,10.682,17.762,21.31,14.63,21.02,24.651,17.605,25.371,26.935,23.306,8.341,16.942,20.343,3.892,23.084,26.392,27.474,24.225,17.4,15.599,21.91,19.112,14.188,22.178,15.539,26.02,19.488,4.402,24.167,25.228,21.698,19.845,12.154,21.445
1991-02-01,21.12,27.366,24.9,10.278,17.942,21.338,14.105,21.128,23.504,16.242,23.457,26.787,22.36,7.755,15.757,21.079,3.304,24.293,27.355,27.482,23.405,17.498,15.609,20.875,19.391,14.167,22.338,14.918,26.606,17.91,3.467,24.541,26.356,22.16,19.544,11.589,22.043
1991-02-02,20.665,27.206,25.794,10.102,18.039,20.996,13.622,20.351,22.58,15.497,22.077,26.437,21.592,7.295,15.599,20.753,2.938,24.672,27.521,27.504,21.902,17.193,16.076,19.191,20.236,14.436,22.563,15.436,26.723,18.359,3.425,24.624,27.234,23.352,17.803,11.045,22.537
1991-02-03,20.947,27.266,26.352,9.615,17.625,20.247,14.89,20.24,23.186,16.942,22.779,25.656,22.619,7.474,16.841,20.239,3.106,24.036,27.517,27.537,21.544,17.338,16.885,20.009,20.519,14.845,23.043,15.915,27.167,19.009,2.713,24.312,27.866,22.836,18.705,11.466,22.821
1991-02-04,20.646,27.505,26.291,9.672,17.373,20.069,14.565,19.347,23.953,16.228,23.744,25.451,22.878,7.539,16.118,19.015,2.681,24.067,27.519,27.199,22.458,16.246,15.55,19.906,19.328,13.848,22.349,15.706,27.029,17.815,2.319,23.81,27.696,21.36,18.321,10.817,21.732
1991-02-05,20.838,27.439,25.921,9.536,16.412,20.324,15.526,19.448,24.563,17.662,24.627,25.982,22.96,8.546,17.568,18.891,2.656,25.027,27.753,27.042,23.758,15.322,15.147,20.351,18.669,13.316,21.281,16.392,26.662,18.55,3.221,24.256,26.987,20.695,18.734,12.021,20.1
1991-02-06,21.355,27.513,25.664,9.712,16.235,20.286,17.048,20.751,24.957,18.521,25.236,26.641,24.014,8.515,18.498,19.833,2.27,24.857,27.737,27.159,24.343,15.074,15.304,21.644,18.559,13.494,22.134,17.359,26.407,19.898,4.152,25.102,26.124,20.004,19.512,12.957,20.579
1991-02-07,21.606,26.786,25.575,9.875,16.354,20.563,16.986,22.062,24.884,17.167,25.194,26.961,24.094,8.618,17.631,21.036,2.425,24.831,27.465,27.27,25.07,15.797,15.48,22.336,18.531,13.738,22.928,17.169,26.147,20.265,4.011,25.786,25.474,20.38,19.687,12.953,21.08
1991-02-08,22.148,26.66,25.729,10.711,17.573,21.192,16.652,22.978,26.056,18.193,26.504,27.671,25.307,9.39,18.142,21.08,3.942,25.039,27.292,27.458,25.936,16.829,15.47,22.707,19.576,14.553,23.782,16.512,25.97,20.282,4.709,26.459,25.069,22.24,20.379,13.761,21.965
1991-02-09,23.029,27.046,26.391,11.374,17.894,21.844,19.29,22.475,27.209,20.902,28.051,27.731,26.445,11.732,20.446,21.074,4.975,25.342,27.079,27.437,26.532,17.346,16.103,23.752,19.739,14.925,23.867,18.89,26.072,22.03,6.162,27.057,25.086,22.474,22.014,16.115,22.3
1991-02-10,23.17,26.9,26.636,11.679,18.06,22.05,18.064,23.272,26.383,21.05,27.378,27.681,25.399,9.133,20.526,21.406,3.732,25.614,27.161,27.131,26.633,17.316,16.533,24.151,19.918,15.167,24.069,18.736,26.426,21.958,6.687,27.08,25.614,22.107,22.591,14.61,22.233
1991-02-11,23.217,26.446,27.048,11.635,17.998,23.038,16.548,24.19,24.29,21.351,24.477,26.703,23.487,8.433,20.092,22.632,3.048,25.706,27.161,26.741,25.906,17.272,16.04,24.093,19.856,14.7,24.829,18.159,26.51,21.599,6.584,27.486,26.011,21.944,22.652,13.272,22.89
1991-02-12,22.497,26.238,27.258,11.134,18.69,23.897,16.809,24.356,23.518,17.153,23.862,26.18,21.49,8.649,16.847,23.603,2.545,25.732,27.255,26.743,24.633,17.589,16.898,21.911,20.986,14.999,25.489,16.474,26.56,17.199,6.514,27.417,26.219,23.308,21.279,12.971,24.406
1991-02-13,21.484,26.269,27.426,11.49,18.802,21.597,14.694,23.675,23.753,14.668,24.009,26.433,21.981,7.495,15.102,21.332,1.656,25.81,27.362,26.908,24.381,17.949,17.216,20.77,21.774,15.421,25.547,15.46,26.552,16.976,5.915,27.606,25.981,24.243,18.358,11.35,23.799
1991-02-14,21.17,26.486,27.353,11.135,17.831,20.743,13.7,22.963,24.23,15.157,24.478,26.737,22.445,6.608,15.544,20.515,0.767,25.515,27.426,27.327,24.62,16.884,16.289,20.538,21.027,14.549,24.812,15.162,26.565,17.435,5.887,27.038,25.707,23.582,18.168,10.922,22.33
1991-02-15,20.83,26.495,27.288,10.67,17.174,19.943,13.432,22.399,24.055,15.17,24.543,26.571,21.885,6.305,14.853,19.952,0.152,25.45,27.079,27.298,24.982,16.46,15.218,20.604,20.2,13.729,24.445,14.49,26.443,16.197,5.711,27.246,25.749,22.611,17.816,10.66,21.885
1991-02-16,20.775,26.648,27.497,10.789,16.913,20.302,13.31,22.237,22.898,14.81,23.081,26.267,20.766,6.58,14.159,20.085,0.59,25.382,27.214,27.255,24.585,16.707,15.169,20.822,19.588,13.889,24.195,12.743,26.637,15.805,6.923,27.615,26.244,21.783,18.215,11.585,21.364
1991-02-17,21.067,26.611,27.387,11.045,17.013,22.022,12.647,23.747,21.331,14.637,20.909,25.637,18.989,6.344,13.67,22.033,1.149,25.038,27.294,27.206,23.207,16.483,15.725,21.267,19.294,14.292,24.976,12.219,26.94,15.164,7.245,27.323,26.721,21.878,19.37,11.735,22.321
1991-02-18,20.968,26.575,27.517,11.425,17.82,22.695,12.732,24.455,20.237,12.877,19.961,25.337,17.9,6.695,12.691,22.741,1.354,25.066,27.662,27.115,22.243,17.622,17.195,19.954,20.752,15.372,25.893,12.514,27.182,14.405,6.621,27.064,27.02,22.207,18.956,10.979,23.624
1991-02-19,21.375,26.599,27.612,11.534,18.252,21.878,16.532,22.993,21.723,15.273,21.978,26.017,18.958,9.599,15.675,22.326,4.141,25.81,27.944,27.181,24.044,18.444,16.933,19.748,21.349,15.159,25.822,15.844,26.939,16.255,7.215,27.529,26.608,23.232,18.046,13.258,24.616
1991-02-20,22.52,27.486,26.955,12.131,18.635,21.888,18.14,23.177,23.382,18.373,23.784,26.501,21.445,10.964,18.706,22.161,5.737,25.892,27.987,27.174,25.322,18.403,17.811,22.634,21.73,16.139,25.484,18.877,26.991,18.89,8.017,27.649,26.243,23.391,20.578,14.795,24.153
1991-02-21,23.554,28.035,26.658,13.278,18.953,22.856,18.698,24.195,24.92,19.806,25.701,27.643,24.127,11.762,19.689,23.037,6.62,25.714,27.391,27.431,26.876,18.462,18.033,25.233,21.769,16.346,25.589,18.96,26.974,21.051,8.35,27.575,26.476,23.386,22.299,15.645,24.021
1991-02-22,24.52,27.955,26.08,13.302,19.666,24.616,18.783,25.645,25.808,21.256,26.813,27.507,25.892,12.375,20.477,24.487,7.289,25.121,27.571,27.054,27.449,19.062,18.359,26.95,21.985,16.553,26.151,18.889,26.707,23.361,8.983,27.04,26.409,23.99,23.931,15.966,24.762
1991-02-23,24.842,27.973,26.28,14.079,20.598,25.123,17.959,26.012,25.746,21.582,26.47,27.312,25.693,10.78,21.455,24.963,5.4,25.569,27.947,27.251,27.01,19.915,19.128,27.096,22.829,17.574,26.716,19.562,26.936,24.681,8.128,26.853,27.088,24.65,24.056,15.081,25.713
1991-02-24,25.106,28.171,27.053,14.13,21.431,25.695,20.947,26.125,25.824,22.332,26.479,26.947,25.18,11.522,22.43,25.593,5.61,26.426,28.315,27.36,26.822,20.96,20.051,26.494,23.543,18.18,26.962,21.093,27.238,23.442,8.54,27.169,27.523,25.703,24.442,16.678,26.21
1991-02-25,25.535,28.098,26.923,14.414,21.99,26.853,20.745,26.186,25.269,22.849,25.868,27.281,24.872,11.385,22.204,26.806,5.098,27.033,28.624,27.249,27.108,21.466,20.047,26.381,24.027,18.36,26.895,19.338,27.512,22.644,8.639,27.113,27.881,26.564,25.809,16.708,27.233
1991-02-26,24.416,27.995,27.294,13.861,21.819,26.038,17.148,25.732,23.832,19.897,23.905,27.869,23.338,9.533,19.855,26.435,3.522,27.499,28.765,27.525,26.047,21.472,20.937,25.056,24.896,18.694,26.609,18.246,27.573,21.197,8.414,27.366,28.153,27.2,22.376,13.195,27.399
1991-02-27,23.487,28.35,27.714,13.13,20.951,23.516,16.79,26.098,23.361,18.891,23.595,27.22,23.001,8.897,18.545,24.321,2.283,27.822,28.757,27.681,25.092,20.156,20.311,22.614,23.758,18.107,26.075,17.792,27.594,19.922,5.522,28.483,28.406,26.22,21.502,12.198,25.738
1991-02-28,23.787,28.638,27.788,12.921,21.272,24.158,16.075,26.207,23.017,18.889,22.898,26.594,23.657,8.192,18.326,24.957,2.265,27.695,28.741,27.846,24.713,20.523,19.647,22.997,23.846,17.946,26.831,16.98,27.507,20.513,6.075,28.549,28.414,26.462,22.166,12.973,26.337
1991-03-01,23.93,28.818,28.01,13.204,21.132,24.638,17.236,26.221,24.788,18.552,24.941,25.892,25.101,10.042,18.512,24.54,4.665,27.421,28.748,27.671,25.581,18.975,18.384,23.363,22.718,17.344,26.587,18.248,27.42,20.633,5.54,28.676,28.447,24.98,21.952,13.755,25.214
1991-03-02,24.282,28.779,28.391,12.853,21.281,23.3,16.08,26.162,26.05,18.955,26.704,26.476,26.41,9.459,18.89,23.697,3.671,28.169,28.94,27.458,27.253,19.935,18.766,25.107,23.404,17.547,27.185,17.367,27.643,22.372,6.609,29.062,28.494,26.253,21.55,13.589,26.011
1991-03-03,25.054,28.576,28.495,13.109,20.638,24.625,17.695,26.765,25.573,20.797,26.149,27.292,26.217,9.502,20.313,24.605,4.219,28.618,29.249,27.563,27.823,19.852,19.198,26.245,23.497,17.441,27.616,18.205,27.925,22.394,7.036,29.508,28.546,26.11,23.679,15.585,25.926
1991-03-04,25.491,28.209,28.654,13.712,20.693,25.924,19.393,27.378,24.492,22.224,24.594,27.378,25.264,10.003,21.562,25.803,3.532,28.677,28.599,27.704,27.138,19.615,18.741,26.538,23.025,17.438,28.086,20.112,28.134,22.517,7.552,29.28,29.13,25.033,24.851,14.433,26.637
1991-03-05,25.066,27.845,28.892,13.597,21.228,25.003,19.123,27.491,24.812,21.038,24.99,26.956,25.059,10.244,20.855,25.782,3.681,28.599,28.766,27.742,26.186,20.338,19.626,24.961,23.76,17.837,28.685,19.761,27.995,21.733,7.134,29.458,29.358,26.433,23.929,14.184,26.905
1991-03-06,24.355,27.776,29.242,12.333,21.073,24.742,17.154,25.958,25.679,18.896,25.927,26.779,24.898,9.512,18.704,24.597,4.164,28.169,28.484,27.667,26.324,19.997,19.257,23.682,23.211,17.294,27.933,17.887,28.042,20.3,5.663,29.745,29.639,26.705,22.168,13.305,26.643
1991-03-07,23.928,27.835,29.583,12.924,20.795,23.229,17.405,25.339,26.03,18.199,26.239,26.181,25.611,11.96,18.401,23.732,7.305,27.805,28.325,27.421,26.45,19.749,18.923,23.317,23.266,17.406,27.221,18.079,28.677,20.881,6.827,29.994,30.46,26.101,20.405,14.422,25.63
1991-03-08,24.655,27.977,29.377,13.523,20.342,23.778,17.78,25.696,26.882,19.355,27.39,26.801,27.162,10.897,19.647,24.33,5.125,28.202,28.522,27.275,27.351,19.167,18.979,24.533,23.046,17.291,27.235,19.956,28.457,23.349,7.473,30.106,30.391,24.972,21.625,13.934,25.851
1991-03-09,26.079,28.106,29.2,13.872,20.896,25.078,21.942,26.897,27.186,21.954,27.859,27.309,27.094,13.348,22.389,25.584,6.565,28.689,29.007,27.687,28.595,20.133,19.169,26.712,23.386,17.516,28.288,23.23,28.111,24.599,8.612,30.387,29.486,25.668,25.153,17.567,26.735
1991-03-10,27.046,27.614,29.59,14.278,21.773,27.363,21.919,29.147,27.295,23.961,27.736,27.273,27.178,13.548,23.648,27.669,7.561,29.348,28.829,27.89,29.081,21.285,20.206,27.95,24.686,18.173,29.157,22.799,27.869,25.165,9.288,31.194,28.718,27.037,26.667,17.995,28.04
1991-03-11,26.857,27.198,29.837,14.691,22.549,27.462,21.272,30.159,26.773,23.49,27.202,28.193,26.188,13.695,23.412,27.265,8.612,29.459,28.72,27.544,28.471,22.181,21.496,26.965,25.606,19.062,29.828,22.47,27.679,24.767,8.982,31.567,28.668,28.346,25.963,17.445,28.531
1991-03-12,26.943,27.009,30.183,14.847,23.033,27.532,22.027,29.331,26.341,24.251,26.974,28.148,26.217,14.035,24.396,27.47,7.902,29.181,28.73,27.377,27.964,22.342,22.134,26.794,26.251,19.924,30.056,23.298,27.802,25.243,8.667,31.388,28.754,28.821,26.156,17.724,28.74
1991-03-13,27.13,27.372,29.98,15.113,23.167,28.001,22.459,28.74,26.242,24.419,26.849,27.715,26.678,13.482,24.207,28.134,7.392,29.186,28.931,27.564,27.91,22.64,22.549,26.753,26.495,20.106,30.041,23.144,27.744,25.002,8.389,31.341,28.733,29.232,26.914,18.178,28.975
1991-03-14,27.037,28.093,29.618,15.524,23.836,28.337,21.641,28.934,27.122,23.57,27.633,27.471,27.487,13.07,23.156,28.551,7.695,28.93,28.972,27.784,28.124,23.405,22.962,26.614,26.812,20.817,29.721,21.869,27.82,23.809,8.914,30.839,28.975,30.059,26.399,18.075,29.493
1991-03-15,27.207,28.268,29,16.358,25.082,29.271,21.215,29.845,27.732,23.414,28.268,27.237,27.149,13.91,22.84,28.785,8.704,28.932,29.281,27.785,28.617,24.955,23.1,26.739,26.739,21.425,29.683,20.972,27.826,23.576,10.148,30.479,28.857,29.745,26.425,17.895,30.109
1991-03-16,27.359,28.451,29.12,16.696,25.51,29.071,21.574,30.26,27.882,23.387,28.459,27.552,27.593,14.618,23.09,28.114,9.422,28.796,29.173,27.906,29.078,25.162,23.499,27.717,27.255,21.725,29.533,22.183,28.027,24.277,9.972,30.578,28.757,30.122,26.452,18.523,29.538
1991-03-17,28.036,28.537,29.315,17.602,25.41,29.327,23.423,30.823,28.075,24.897,29.159,27.581,28.82,16.339,24.94,28.498,10.085,28.801,29.507,27.881,29.739,24.327,23.494,28.844,27.191,21.789,30.477,23.811,28.309,26.339,11.108,30.885,28.746,30.645,27.086,20.11,29.949
1991-03-18,28.565,28.428,29.981,18.127,25.624,29.253,25.886,31.392,27.625,27.228,28.34,28.135,28.281,17.245,26.861,28.781,8.645,28.859,29.434,27.711,29.98,25.167,23.61,29.683,27.308,22.006,30.953,25.516,28.796,26.949,12.284,31.727,29.192,30.856,28.342,20.799,30.113
1991-03-19,28.543,28.27,30.905,17.875,25.416,29.608,24.341,31.251,27.528,25.861,28.305,27.658,27.78,16.255,25.167,29.161,9.637,29.122,29.479,28.004,29.899,24.648,23.08,29.258,26.56,21.553,31.286,23.576,29.149,25.747,12.106,32.284,29.877,29.26,28.733,20.39,30.064
1991-03-20,27.948,28.036,31.487,17.452,25.315,29.081,22.283,30.707,27.193,23.327,28.088,27.979,27.321,15.377,23.126,28.305,10.265,29.648,29.129,27.989,29.657,23.862,23.09,28.347,26.597,21.622,31.234,22.752,29.431,24.408,11.695,32.896,30.479,29.636,26.922,18.943,29.97
1991-03-21,28.026,28.095,31.449,17.998,25.731,28.751,21.926,30.947,25.994,23.42,26.629,27.969,26.582,14.453,23.947,28.439,9.029,29.893,28.887,27.883,29.18,24.292,23.644,28.748,27.155,22.011,30.995,23.975,29.451,25.867,11.253,32.912,31.087,30.193,26.819,17.742,30.279
1991-03-22,27.681,28.419,31.13,17.65,25.432,28.438,23.327,30.446,25.516,24.154,25.809,27.638,26.048,14.184,24.103,28.237,7.387,29.994,29.067,27.669,28.069,24.63,23.081,27.58,26.047,22.137,30.868,23.747,29.013,24.47,11.153,32.38,30.844,29.012,27.229,18.741,29.785
1991-03-23,27.193,28.44,30.396,17.507,25.038,28.679,20.752,30.141,25.892,23.871,26.314,27.368,26.618,10.955,23.422,27.245,6.283,29.786,29.528,27.843,27.609,23.825,23.094,26.798,26.106,21.845,29.952,21.412,28.428,23.861,9.739,31.889,30.327,29.019,26.779,16.419,28.886
1991-03-24,26.419,28.854,30.004,16.564,23.734,27.185,20.311,28.37,27.182,22.243,27.76,27.468,27.125,12.579,22.088,27.401,8.334,29.446,29.08,27.624,27.8,22.239,22.89,25.289,26.945,20.703,29.711,21.674,28.502,22.726,7.149,30.669,30.302,29.396,24.818,15.537,28.726
1991-03-25,26.587,29.095,30.254,14.091,22.964,26.444,20.684,27.724,28.488,23.266,29.196,27.914,28.424,13.932,22.922,26.038,9.165,29.753,29.514,27.442,28.678,22.238,22.401,25.772,26.476,19.813,29.127,22.313,28.88,24.008,7.846,30.783,30.323,29.315,24.989,17.052,27.859
1991-03-26,27.728,29.154,30.01,14.279,22.749,27.506,22.754,29.017,30.511,25.029,31.785,27.74,30.532,15.422,24.983,27.077,10.726,29.998,29.664,27.527,30.27,22.353,21.3,27.482,25.754,19.382,29.735,24.313,29.109,27.09,8.391,31.294,30.043,29.099,26.33,18.625,28.636
1991-03-27,28.869,29.061,29.804,16.546,23.854,28.675,24.46,29.32,31.593,27.111,32.907,28.029,32.109,17.607,26.729,28.071,13.141,30.035,29.557,27.789,30.898,23.389,22.391,29.42,26.423,20.301,29.93,26.173,29.016,29.262,9.792,31.467,29.927,29.817,28.538,20.401,29.284
1991-03-28,29.374,29.279,29.807,17.03,24.665,28.317,26.532,30.501,30.996,28.528,32.609,28.757,33.061,18.983,28.667,28.383,13.847,29.9,29.583,27.948,31.625,23.868,23.359,30.567,27.227,21.077,30.307,28.574,28.947,30.418,10.383,31.816,29.296,30.507,29.1,21.576,29.37
1991-03-29,30.21,29.393,30.468,17.822,26.069,29.539,27.877,30.995,30.596,30.617,32.139,29.116,33.031,19.454,30.229,29.233,14.827,29.974,29.928,28.196,32.152,25.022,24.188,31.716,27.818,22.448,31.043,29.478,28.997,31.482,10.738,32.446,29.659,31.44,30.319,22.867,30.066
1991-03-30,30.93,29.462,31.253,18.278,26.968,30.516,28.112,32.136,30.225,31.052,31.546,28.686,33.282,20.306,30.623,30.408,15.709,30.429,29.135,28.351,32.808,25.733,24.615,32.541,28.16,22.57,31.969,29.931,29.131,31.91,11.24,33.134,29.972,31.837,31.327,23.603,31.175
1991-03-31,31.117,29.445,31.625,18.139,27.07,31.34,28.741,33.068,30.07,31.365,30.988,28.36,32.894,19.941,31.295,31.086,14.297,30.084,28.223,28.429,31.989,25.734,25.634,32.626,27.693,22.357,32.667,30.859,29.348,32.187,11.658,33.623,30.317,30.365,31.742,23.739,31.457
1991-04-01,31.097,29.477,31.582,16.036,25.828,31.833,28.467,33.102,29.539,31.85,30.17,28.725,31.863,19.355,31.095,31.555,12.813,30.419,28.281,28.559,31.767,24.916,23.943,32.671,25.454,21.018,32.734,30.202,29.355,31.27,11.205,33.282,30.815,29.668,32.244,23.389,31.51
1991-04-02,31.207,29.172,31.121,16.144,25.622,32.772,28.585,33.231,29.273,31.061,29.593,28.553,31.503,19.566,30.205,32.24,12.98,30.245,28.462,28.454,31.693,24.413,23.84,32.76,26.322,22.077,32.568,28.835,29.227,30.465,12.072,33.632,30.554,29.4,32.929,24.665,32.035
1991-04-03,30.511,29.273,31.104,17.505,26.099,32.499,25.895,33.481,29.389,28.847,29.776,28.944,30.093,17.624,28.061,32.627,12.03,30.287,28.65,28.213,30.912,24.88,23.62,32.097,26.153,22.352,32.982,26.744,29.074,29.13,12.779,33.257,29.756,29.592,31.386,22.702,32.256
1991-04-04,29.732,29.498,30.618,17.669,26.284,32.617,25.923,32.53,28.129,28.362,28.685,28.234,29.423,17.879,27.844,32.195,12.85,27.658,28.279,28.288,28.32,25.051,23.877,29.736,26.371,22.681,32.547,26.96,29.117,28.738,12.712,31.103,29.869,29.801,30.793,22.083,32.302
1991-04-05,29.285,29.342,30.648,18.643,26.961,31.552,25.988,29.905,28.024,28.232,28.29,28.499,29.64,18.198,27.803,31.48,13.048,28.14,28.414,28.137,27.8,25.212,23.879,28.468,26.016,22.839,31.024,27.312,29.465,28.843,12.885,29.768,30.222,29.617,29.788,21.884,32.533
1991-04-06,29.153,28.869,30.041,18.977,26.567,30.153,26.169,28.127,28.258,29.492,29.014,28.167,29.07,17.892,29.056,28.516,12.101,28.371,28.382,28.183,28.963,24.371,22.68,29.219,24.672,22.232,30.007,27.838,29.458,29.104,12.067,30.367,30.009,27.717,30.678,21.987,30.477
1991-04-07,28.991,29.454,30.76,17.835,24.981,30.232,25.203,30.258,27.628,28.593,28.132,28.175,28.574,16.945,27.442,29.161,10.566,29.373,28.37,28.635,29.096,22.685,20.803,29.218,23.814,20.656,30.263,25.997,29.599,27.996,11.406,31.675,29.859,26.487,30.397,21.865,29.75
